index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
2609,9.3,27,72763.544,3560.398,9767.901,645.062,645.062,1100.23,784.608,4.508,22.8,1.049,91.368,1.809,0.961,0.978
195,7.148,21,38974.631,2678.075,9143.01,332.11,332.11,833.209,696.381,2.951,15.323,1.035,44.191,0.875,0.95,0.996
5579,9.3,27,72777.417,3560.42,9768.833,645.021,645.021,1070.914,777.669,4.501,22.394,1.05,88.541,1.753,0.973,0.996
796,5.14,15,21637.166,1924.329,8500.974,175.32,175.32,719.985,643.047,2.077,11.087,1.026,25.737,0.509,0.953,0.985
8543,3.144,9,8376.137,1386.74,7063.671,60.325,60.325,579.132,577.867,1.391,7.496,1.02,12.042,0.238,0.986,0.988
2335,5.14,15,21637.897,1924.353,8508.803,175.352,175.352,702.473,638.863,2.074,10.928,1.026,24.767,0.49,0.959,1.0
81,1.138,3,5449.868,1407.844,6743.278,11.046,11.046,610.426,575.121,1.288,6.975,1.019,0.0,0.249,0.95,0.984
7974,1.138,3,3998.088,1389.977,6642.359,9.855,9.855,562.228,562.901,1.241,6.75,1.019,4.312,0.199,0.984,0.977
5290,8.206,24,50994.325,3087.513,9311.328,438.005,438.005,921.578,732.256,3.58,18.393,1.041,60.114,1.19,0.972,0.99
5092,8.206,24,50994.092,3087.511,9313.529,437.99,437.99,918.141,731.939,3.576,18.307,1.041,59.77,1.183,0.971,0.994
2049,7.148,21,38979.404,2678.079,9138.011,332.128,332.128,829.736,694.161,2.957,15.382,1.035,44.058,0.872,0.958,0.994
8347,5.14,15,21628.087,1924.332,8476.701,175.245,175.245,696.557,633.905,2.085,11.056,1.027,24.587,0.487,0.985,0.992
2292,7.148,21,38979.604,2678.082,9138.02,332.096,332.096,828.055,693.679,2.957,15.369,1.035,43.942,0.87,0.959,0.995
9370,2.088,6,4412.825,1393.199,6753.99,31.276,31.276,540.036,563.657,1.261,6.845,1.02,0.0,0.172,0.99,0.976
6897,4.161,12,14720.53,1547.456,7750.341,113.747,113.747,637.461,605.565,1.661,8.926,1.023,17.066,0.338,0.979,0.987
10853,9.3,27,72762.191,3560.377,9733.036,645.066,645.066,1056.299,771.426,4.544,22.866,1.052,88.029,1.743,0.996,0.984
6042,4.161,12,14722.019,1547.464,7777.192,113.771,113.771,631.54,604.999,1.658,8.842,1.023,16.763,0.332,0.975,0.996
6967,2.088,6,5755.299,1393.127,6824.582,31.313,31.313,567.403,568.534,1.301,6.966,1.02,0.0,0.21,0.979,0.995
9910,2.088,6,6740.111,1384.269,6763.601,29.652,29.652,599.777,570.818,1.33,7.205,1.02,4.428,0.254,0.992,0.984
1218,4.161,12,14724.031,1547.465,7791.042,113.771,113.771,654.619,611.92,1.658,8.966,1.022,17.802,0.352,0.955,0.98
4024,2.088,6,3217.569,1350.216,6786.171,23.347,23.347,525.82,561.995,1.209,6.558,1.019,18.305,0.165,0.967,0.98
1528,8.206,24,50996.816,3087.607,9319.599,437.979,437.979,934.619,737.695,3.569,18.376,1.041,60.949,1.207,0.956,0.988
4612,5.14,15,21633.595,1924.336,8492.74,175.27,175.27,703.833,637.619,2.079,11.021,1.026,24.91,0.493,0.969,0.993
11707,8.206,24,50977.147,3086.94,9289.348,437.951,437.951,919.103,726.243,3.612,18.802,1.042,60.497,1.198,1.0,0.975
10920,4.161,12,14718.214,1547.45,7722.72,113.741,113.741,625.675,601.186,1.663,8.897,1.023,16.553,0.328,0.996,0.992
10004,6.175,18,29762.507,2306.751,8802.289,245.936,245.936,757.656,661.987,2.511,13.172,1.031,33.295,0.659,0.992,0.994
1714,5.14,15,21635.593,1924.323,8495.242,175.302,175.302,719.788,642.401,2.078,11.116,1.026,25.752,0.51,0.957,0.983
6682,5.14,15,21630.124,1924.327,8480.574,175.259,175.259,702.973,636.129,2.083,11.08,1.026,24.917,0.493,0.978,0.989
9754,8.206,24,50993.355,3087.463,9301.75,437.984,437.984,906.917,726.053,3.593,18.422,1.042,59.177,1.172,0.991,0.992
11236,5.14,15,21620.981,1924.304,8449.664,175.208,175.208,706.266,633.861,2.094,11.27,1.026,25.233,0.499,0.998,0.975
10809,1.138,3,4057.821,1377.178,6616.503,9.058,9.058,558.831,560.102,1.241,6.734,1.019,6.624,0.201,0.996,0.98
4555,2.088,6,2895.99,1369.795,6811.877,26.888,26.888,501.547,559.286,1.201,6.462,1.019,6.79,0.13,0.969,0.987
1556,9.3,27,72774.985,3560.435,9783.869,645.013,645.013,1094.55,784.618,4.486,22.416,1.049,90.397,1.789,0.956,0.991
6823,2.088,6,3091.871,1376.342,6774.16,28.079,28.079,506.226,559.443,1.211,6.556,1.02,3.349,0.132,0.979,0.979
4031,9.3,27,72764.958,3560.396,9762.521,644.723,644.723,1091.567,782.139,4.513,22.785,1.05,90.689,1.795,0.967,0.98
10155,4.161,12,14718.062,1547.448,7715.626,113.74,113.74,632.974,602.92,1.664,8.957,1.023,16.899,0.335,0.993,0.985
833,6.175,18,29796.193,2307.276,8839.552,246.333,246.333,783.241,672.53,2.498,13.17,1.03,34.666,0.686,0.953,0.989
9299,3.144,9,8376.371,1386.742,7072.206,60.327,60.327,573.138,576.379,1.391,7.454,1.021,11.794,0.233,0.989,0.994
4389,7.148,21,38985.096,2678.082,9133.097,332.242,332.242,823.003,691.027,2.964,15.415,1.035,43.698,0.865,0.968,0.994
4329,1.138,3,2360.406,1409.311,6712.126,11.001,11.001,507.965,557.196,1.184,6.361,1.019,0.0,0.133,0.968,0.988
8444,3.144,9,8375.06,1386.734,7035.949,60.308,60.308,587.902,579.458,1.393,7.576,1.02,12.411,0.246,0.986,0.977
10896,7.148,21,39007.036,2678.024,9117.257,332.356,332.356,809.806,683.394,2.986,15.591,1.036,43.115,0.854,0.996,0.989
2177,9.3,27,72767.628,3560.406,9773.478,644.926,644.926,1098.967,784.756,4.5,22.678,1.049,91.101,1.803,0.959,0.982
3428,9.3,27,72774.67,3560.428,9774.799,645.069,645.069,1085.309,781.643,4.496,22.467,1.05,89.766,1.777,0.964,0.991
9284,6.175,18,29762.342,2306.751,8803.308,246.004,246.004,761.276,663.119,2.51,13.193,1.031,33.51,0.663,0.989,0.992
8954,9.3,27,72761.658,3560.381,9739.302,645.058,645.058,1067.471,774.623,4.538,22.895,1.051,88.954,1.761,0.988,0.981
9386,9.3,27,72757.29,3560.362,9733.29,644.924,644.924,1068.877,774.594,4.545,23.018,1.051,89.23,1.766,0.99,0.977
6801,7.148,21,39001.104,2678.038,9118.704,332.32,332.32,834.091,690.71,2.982,15.758,1.035,44.765,0.886,0.979,0.976
9774,1.138,3,3877.975,1410.557,6682.752,10.984,10.984,538.807,558.779,1.24,6.631,1.019,0.0,0.176,0.991,0.995
2819,3.144,9,8377.814,1386.75,7086.829,60.337,60.337,599.574,584.777,1.39,7.572,1.02,12.847,0.254,0.962,0.976
5488,8.206,24,50994.472,3087.518,9309.112,437.989,437.989,925.07,732.588,3.584,18.479,1.041,60.462,1.197,0.973,0.986
7966,2.088,6,3564.114,1384.722,6761.429,29.647,29.647,518.755,561.17,1.23,6.677,1.02,0.0,0.145,0.984,0.976
10505,3.144,9,8376.228,1386.74,7071.307,60.323,60.323,567.914,574.773,1.391,7.428,1.021,11.581,0.229,0.994,0.998
1898,9.3,27,72762.792,3560.404,9770.622,644.862,644.862,1104.602,785.85,4.505,22.808,1.049,91.709,1.815,0.958,0.977
9413,9.3,27,72760.658,3560.371,9736.111,644.705,644.705,1066.21,774.103,4.541,22.936,1.051,88.909,1.76,0.99,0.98
3900,4.161,12,14723.197,1547.466,7789.727,113.786,113.786,639.021,607.577,1.657,8.869,1.022,17.093,0.338,0.966,0.992
1640,3.144,9,8378.346,1386.753,7095.671,60.349,60.349,602.72,586.028,1.39,7.577,1.02,12.966,0.257,0.957,0.975
154,2.088,6,5259.425,1346.166,6853.352,22.708,22.708,583.693,572.257,1.272,6.849,1.019,23.154,0.239,0.95,0.992
11485,2.088,6,3785.712,1387.427,6733.939,30.15,30.15,518.477,559.049,1.239,6.719,1.02,0.0,0.148,0.999,0.977
1817,9.3,27,72778.443,3560.423,9784.98,645.113,645.113,1090.799,783.841,4.483,22.342,1.049,90.01,1.782,0.957,0.994
5938,8.206,24,50994.287,3087.509,9307.16,438.009,438.009,925.83,732.291,3.587,18.527,1.041,60.579,1.199,0.975,0.984
2346,7.148,21,38988.445,2678.081,9127.388,332.237,332.237,847.917,696.763,2.97,15.712,1.035,45.524,0.901,0.96,0.975
8206,8.206,24,50988.137,3087.245,9298.12,438.047,438.047,927.739,730.562,3.601,18.729,1.042,60.978,1.207,0.985,0.976
4580,9.3,27,72773.252,3560.414,9767.606,644.785,644.785,1081.376,780.099,4.504,22.553,1.05,89.579,1.773,0.969,0.989
3380,6.175,18,29791.965,2307.404,8824.463,246.223,246.223,780.708,670.482,2.503,13.232,1.03,34.597,0.685,0.964,0.986
5654,3.144,9,8376.664,1386.744,7067.468,60.329,60.329,591.648,581.726,1.391,7.556,1.02,12.543,0.248,0.974,0.979
1273,5.14,15,21636.727,1924.33,8499.93,175.285,175.285,717.937,642.361,2.077,11.078,1.026,25.633,0.507,0.955,0.986
4638,4.161,12,14722.979,1547.467,7790.866,113.776,113.776,634.236,606.294,1.657,8.836,1.023,16.872,0.334,0.969,0.996
5682,4.161,12,14720.991,1547.456,7751.671,113.763,113.763,644.078,607.439,1.661,8.966,1.022,17.368,0.344,0.974,0.982
6007,5.14,15,21631.464,1924.333,8486.11,175.26,175.26,701.671,636.325,2.082,11.041,1.026,24.823,0.491,0.975,0.992
9473,6.175,18,29762.139,2306.799,8797.216,246.011,246.011,766.167,663.981,2.512,13.262,1.031,33.843,0.67,0.99,0.987
11911,5.14,15,21624.594,1924.338,8468.235,175.25,175.25,683.491,629.297,2.088,11.012,1.027,23.912,0.473,1.0,0.998
9867,4.161,12,14717.863,1547.444,7706.194,113.738,113.738,638.639,604.091,1.665,9.01,1.023,17.172,0.34,0.992,0.979
10280,3.144,9,8376.429,1386.741,7076.016,60.318,60.318,567.572,574.838,1.391,7.42,1.021,11.565,0.229,0.993,0.999
3039,7.148,21,38979.723,2678.083,9139.054,332.183,332.183,821.063,691.913,2.957,15.296,1.035,43.441,0.86,0.962,1.0
3227,6.175,18,29795.14,2307.289,8834.803,246.251,246.251,771.492,668.764,2.5,13.108,1.03,33.981,0.673,0.963,0.995
10557,1.138,3,3027.177,1378.089,6613.194,9.109,9.109,530.619,556.123,1.205,6.546,1.019,6.688,0.167,0.995,0.978
10209,4.161,12,14718.631,1547.451,7727.302,113.73,113.73,627.831,601.97,1.663,8.903,1.023,16.648,0.33,0.993,0.991
8179,8.206,24,50993.264,3087.471,9308.446,438.013,438.013,904.365,727.079,3.582,18.254,1.042,58.781,1.164,0.984,0.999
3281,6.175,18,29770.383,2307.161,8812.594,246.047,246.047,792.844,672.903,2.506,13.379,1.03,35.379,0.7,0.964,0.975
7750,2.088,6,3788.817,1387.587,6770.328,30.197,30.197,524.101,562.181,1.238,6.713,1.02,0.0,0.152,0.983,0.978
7851,4.161,12,14720.139,1547.455,7745.387,113.75,113.75,633.95,604.394,1.661,8.912,1.023,16.91,0.335,0.983,0.989
3459,4.161,12,14723.61,1547.47,7800.356,113.791,113.791,637.357,607.539,1.656,8.84,1.023,17.005,0.337,0.964,0.995
5354,9.3,27,72778.084,3560.418,9770.713,645.062,645.062,1071.179,777.894,4.499,22.361,1.05,88.517,1.752,0.972,0.997
7375,5.14,15,21628.781,1924.326,8476.852,175.28,175.28,702.383,635.579,2.085,11.095,1.026,24.902,0.493,0.981,0.988
8396,9.3,27,72776.153,3560.404,9756.586,645.081,645.081,1056.899,773.242,4.515,22.446,1.051,87.511,1.732,0.985,0.997
4930,8.206,24,50993.288,3087.427,9306.095,437.937,437.937,937.048,734.879,3.59,18.681,1.041,61.529,1.218,0.971,0.976
634,5.14,15,21639.007,1924.343,8509.286,175.303,175.303,712.802,641.861,2.074,10.995,1.026,25.318,0.501,0.952,0.993
555,7.148,21,38979.511,2678.08,9135.933,332.152,332.152,844.042,697.751,2.959,15.531,1.035,45.077,0.892,0.952,0.984
3144,4.161,12,14723.224,1547.464,7784.597,113.79,113.79,645.602,609.188,1.658,8.92,1.022,17.4,0.344,0.963,0.986
11287,2.088,6,3294.018,1348.625,6720.327,23.032,23.032,515.528,556.023,1.213,6.574,1.019,18.553,0.159,0.998,0.981
5552,9.3,27,72775.348,3560.412,9766.422,644.933,644.933,1073.466,778.088,4.505,22.473,1.05,88.851,1.759,0.973,0.993
4406,6.175,18,29794.071,2307.322,8830.43,246.243,246.243,767.827,667.332,2.501,13.104,1.03,33.782,0.669,0.968,0.996
363,4.161,12,14725.508,1547.473,7818.587,113.809,113.809,648.549,611.361,1.655,8.881,1.022,17.495,0.346,0.951,0.989
4768,8.206,24,50994.688,3087.527,9309.952,438.004,438.004,929.197,733.855,3.583,18.509,1.041,60.776,1.203,0.97,0.984
2404,2.088,6,4264.523,1344.289,6803.482,22.338,22.338,560.42,567.625,1.242,6.739,1.019,23.231,0.209,0.96,0.982
4236,7.148,21,38992.45,2678.062,9124.499,332.262,332.262,840.387,693.914,2.974,15.704,1.035,45.073,0.892,0.968,0.977
710,9.3,27,72761.919,3560.397,9774.937,645.054,645.054,1112.253,787.982,4.501,22.831,1.049,92.317,1.827,0.953,0.975
7058,3.144,9,8375.948,1386.74,7054.156,60.32,60.32,588.957,580.441,1.392,7.558,1.02,12.443,0.246,0.98,0.979
1688,6.175,18,29792.203,2307.413,8825.87,246.28,246.28,791.046,673.533,2.502,13.3,1.03,35.212,0.697,0.957,0.98
6592,5.14,15,21628.117,1924.313,8471.581,175.221,175.221,712.609,637.93,2.086,11.193,1.026,25.475,0.504,0.978,0.979
4902,7.148,21,38984.485,2678.086,9134.635,332.233,332.233,816.714,689.583,2.963,15.339,1.036,43.232,0.856,0.97,0.999
9773,9.3,27,72771.688,3560.4,9747.509,644.822,644.822,1052.983,771.583,4.526,22.564,1.051,87.361,1.729,0.991,0.994
11248,8.206,24,50982.323,3087.067,9290.943,437.845,437.845,919.309,726.663,3.61,18.775,1.042,60.477,1.197,0.998,0.976
9472,5.14,15,21625.753,1924.323,8467.602,175.261,175.261,698.754,633.596,2.088,11.12,1.027,24.746,0.49,0.99,0.987
4805,9.3,27,72772.08,3560.412,9765.667,645.057,645.057,1081.119,779.881,4.507,22.587,1.05,89.605,1.774,0.97,0.988
5666,6.175,18,29762.017,2306.823,8806.741,245.97,245.97,781.987,669.331,2.508,13.327,1.03,34.751,0.688,0.974,0.98
6992,9.3,27,72777.034,3560.413,9763.099,645.012,645.012,1063.438,775.371,4.508,22.406,1.051,87.973,1.741,0.979,0.997
5987,3.144,9,8377.666,1386.749,7093.216,60.33,60.33,582.388,579.906,1.39,7.476,1.02,12.157,0.241,0.975,0.99
7350,7.148,21,38997.726,2678.057,9122.303,332.256,332.256,823.497,688.553,2.978,15.61,1.036,43.959,0.87,0.981,0.985
6149,3.144,9,8376.777,1386.744,7070.634,60.331,60.331,588.328,580.858,1.391,7.535,1.02,12.408,0.246,0.976,0.982
4364,9.3,27,72774.728,3560.417,9770.334,645.142,645.142,1080.776,780.18,4.501,22.493,1.05,89.449,1.771,0.968,0.991
1775,3.144,9,8379.889,1386.762,7134.339,60.365,60.365,590.478,583.799,1.388,7.468,1.02,12.459,0.247,0.957,0.99
11412,1.138,3,1540.438,1370.9,6640.317,8.594,8.594,471.163,545.684,1.149,6.129,1.019,2.83,0.1,0.998,0.995
3219,7.148,21,38982.152,2678.084,9135.544,332.155,332.155,826.353,692.586,2.961,15.399,1.035,43.877,0.869,0.963,0.994
1282,5.14,15,21637.004,1924.331,8500.846,175.308,175.308,716.968,642.18,2.077,11.067,1.026,25.577,0.506,0.955,0.987
7950,4.161,12,14721.001,1547.462,7767.124,113.764,113.764,624.621,602.668,1.659,8.814,1.023,16.454,0.326,0.983,1.0
526,5.14,15,21637.133,1924.321,8498.309,175.281,175.281,724.447,644.03,2.077,11.131,1.026,25.985,0.514,0.952,0.981
11153,3.144,9,8375.219,1386.735,7049.701,60.31,60.31,571.262,575.007,1.392,7.472,1.021,11.73,0.232,0.997,0.992
2129,6.175,18,29790.588,2307.481,8820.596,246.212,246.212,793.354,673.717,2.504,13.346,1.03,35.38,0.7,0.959,0.977
6326,9.3,27,72758.819,3560.374,9746.479,645.04,645.04,1084.825,779.374,4.531,22.987,1.05,90.445,1.79,0.977,0.975
5955,7.148,21,38992.976,2678.069,9125.677,332.204,332.204,826.424,690.21,2.974,15.573,1.036,44.089,0.873,0.975,0.986
3090,4.161,12,14722.66,1547.461,7772.611,113.782,113.782,650.89,610.155,1.659,8.974,1.022,17.654,0.349,0.963,0.98
8186,6.175,18,29790.624,2307.446,8817.613,246.266,246.266,755.471,662.651,2.506,13.083,1.031,33.097,0.655,0.984,1.0
9737,9.3,27,72768.862,3560.392,9744.031,644.747,644.747,1056.407,772.188,4.531,22.671,1.051,87.777,1.738,0.991,0.99
3372,7.148,21,38986.162,2678.076,9130.507,332.259,332.259,834.8,693.785,2.967,15.553,1.035,44.562,0.882,0.964,0.985
138,4.161,12,14725.672,1547.475,7822.975,113.813,113.813,648.143,611.424,1.654,8.872,1.022,17.472,0.346,0.95,0.99
7648,8.206,24,50993.688,3087.487,9306.642,438.057,438.057,912.825,728.814,3.586,18.389,1.042,59.527,1.178,0.982,0.992
3364,8.206,24,50995.63,3087.568,9313.353,437.967,437.967,933.288,735.755,3.578,18.487,1.041,61.016,1.208,0.964,0.984
4954,5.14,15,21630.408,1924.313,8478.17,175.277,175.277,716.268,639.644,2.084,11.183,1.026,25.641,0.508,0.971,0.979
10106,9.3,27,72758.718,3560.364,9731.753,644.698,644.698,1063.893,773.252,4.546,22.983,1.051,88.789,1.758,0.993,0.979
2779,8.206,24,50994.315,3087.532,9320.334,437.978,437.978,921.939,734.68,3.565,18.209,1.041,59.886,1.186,0.961,0.997
391,5.14,15,21639.2,1924.342,8509.359,175.306,175.306,714.295,642.293,2.074,11.005,1.026,25.397,0.503,0.951,0.992
9557,9.3,27,72774.263,3560.396,9750.317,644.846,644.846,1052.36,771.635,4.523,22.505,1.051,87.232,1.727,0.99,0.996
3382,8.206,24,50994.99,3087.548,9314.156,437.964,437.964,931.183,735.431,3.577,18.446,1.041,60.819,1.204,0.964,0.986
8094,4.161,12,14719.941,1547.456,7745.128,113.741,113.741,632.647,604.023,1.661,8.904,1.023,16.851,0.334,0.984,0.99
10687,5.14,15,21625.091,1924.33,8467.467,175.213,175.213,691.53,631.523,2.088,11.072,1.027,24.354,0.482,0.995,0.992
4429,2.088,6,3962.1,1388.56,6856.461,30.404,30.404,520.136,562.884,1.241,6.609,1.02,0.0,0.151,0.968,0.999
5422,5.14,15,21629.909,1924.313,8476.283,175.241,175.241,715.219,639.153,2.085,11.186,1.026,25.594,0.507,0.973,0.979
6494,6.175,18,29790.757,2307.451,8818.773,246.207,246.207,765.34,665.595,2.506,13.149,1.031,33.694,0.667,0.977,0.994
908,9.3,27,72779.974,3560.439,9791.644,644.822,644.822,1092.896,784.962,4.475,22.237,1.049,90.018,1.782,0.953,0.997
2969,9.3,27,72775.569,3560.433,9777.827,644.996,644.996,1086.738,782.244,4.492,22.428,1.05,89.822,1.778,0.962,0.992
336,4.161,12,14725.179,1547.472,7812.492,113.796,113.796,651.179,611.841,1.655,8.908,1.022,17.621,0.349,0.951,0.986
6423,7.148,21,38994.323,2678.068,9124.717,332.247,332.247,825.104,689.599,2.975,15.579,1.036,44.019,0.872,0.977,0.986
6603,7.148,21,38998.12,2678.052,9121.207,332.383,332.383,830.596,690.321,2.979,15.685,1.035,44.471,0.881,0.978,0.98
7402,5.14,15,21629.453,1924.33,8479.551,175.247,175.247,699.538,635.046,2.084,11.062,1.026,24.736,0.49,0.981,0.991
11568,4.161,12,14717.311,1547.445,7704.622,113.727,113.727,629.49,601.51,1.665,8.954,1.023,16.751,0.332,0.999,0.986
21,4.161,12,14724.616,1547.466,7796.657,113.801,113.801,659.666,613.524,1.657,8.989,1.022,18.023,0.357,0.95,0.977
11786,6.175,18,29761.562,2306.825,8784.037,245.978,245.978,764.471,662.325,2.517,13.323,1.031,33.813,0.669,1.0,0.984
10265,6.175,18,29762.849,2306.748,8804.358,246.007,246.007,753.985,661.11,2.51,13.134,1.031,33.057,0.654,0.993,0.997
1384,8.206,24,50994.507,3087.545,9324.12,438.108,438.108,925.11,736.487,3.56,18.167,1.041,60.036,1.189,0.955,0.998
4283,9.3,27,72766.483,3560.405,9763.013,644.749,644.749,1088.648,781.48,4.512,22.736,1.05,90.4,1.79,0.968,0.982
3334,5.14,15,21633.074,1924.318,8486.656,175.254,175.254,718.009,641.013,2.081,11.149,1.026,25.696,0.509,0.964,0.981
4145,6.175,18,29793.404,2307.348,8828.428,246.225,246.225,771.55,668.221,2.502,13.143,1.03,34.02,0.674,0.967,0.993
8477,9.3,27,72761.128,3560.378,9740.656,644.945,644.945,1070.512,775.467,4.536,22.909,1.051,89.213,1.766,0.986,0.98
8662,5.14,15,21624.389,1924.306,8459.663,175.222,175.222,711.871,636.482,2.09,11.253,1.026,25.489,0.505,0.987,0.975
6993,1.138,3,7002.147,1376.334,6695.364,9.032,9.032,632.286,571.909,1.327,7.121,1.019,3.029,0.292,0.979,0.998
2710,2.088,6,3236.434,1350.69,6825.36,23.445,23.445,521.432,561.872,1.209,6.501,1.019,17.703,0.161,0.961,0.99
5703,7.148,21,38993.189,2678.067,9125.148,332.219,332.219,829.128,690.857,2.974,15.604,1.035,44.287,0.877,0.974,0.984
1313,9.3,27,72774.071,3560.432,9784.256,645.088,645.088,1096.585,785.128,4.486,22.436,1.049,90.579,1.793,0.955,0.99
2255,6.175,18,29795.094,2307.3,8835.041,246.247,246.247,777.888,670.611,2.499,13.154,1.03,34.368,0.68,0.959,0.991
2886,7.148,21,38985.723,2678.074,9130.473,332.227,332.227,838.213,694.752,2.967,15.581,1.035,44.796,0.887,0.962,0.983
8007,7.148,21,39002.801,2678.034,9118.357,332.428,332.428,826.66,688.504,2.983,15.705,1.036,44.261,0.876,0.984,0.98
1606,5.14,15,21638.246,1924.35,8509.002,175.351,175.351,706.873,640.142,2.074,10.957,1.026,25.002,0.495,0.956,0.997
3853,2.088,6,2828.838,1362.06,6813.559,25.481,25.481,504.239,559.481,1.197,6.444,1.019,11.06,0.136,0.966,0.987
11855,3.144,9,8374.885,1386.732,7043.217,60.308,60.308,569.986,574.39,1.392,7.473,1.021,11.681,0.231,1.0,0.992
4845,4.161,12,14722.554,1547.465,7782.567,113.782,113.782,636.346,606.55,1.658,8.864,1.023,16.979,0.336,0.97,0.993
9686,3.144,9,8375.185,1386.735,7045.166,60.312,60.312,579.321,577.251,1.392,7.52,1.02,12.06,0.239,0.991,0.985
2089,2.088,6,2954.846,1357.321,6859.252,24.631,24.631,505.1,559.909,1.2,6.394,1.019,13.546,0.141,0.958,0.999
65,3.144,9,8379.928,1386.761,7129.934,60.365,60.365,600.208,586.536,1.388,7.522,1.02,12.847,0.254,0.95,0.982
2053,2.088,6,3019.228,1354.502,6847.28,24.129,24.129,511.021,560.793,1.202,6.43,1.019,15.056,0.148,0.958,0.995
4482,1.138,3,1776.248,1397.667,6679.62,10.3,10.3,495.907,555.082,1.161,6.28,1.019,0.0,0.117,0.969,0.979
2953,2.088,6,2981.079,1355.458,6828.559,24.288,24.288,510.599,560.368,1.201,6.447,1.019,14.74,0.147,0.962,0.991
9654,7.148,21,39007.982,2678.008,9115.57,332.495,332.495,821.098,686.237,2.988,15.711,1.036,43.936,0.87,0.991,0.981
3810,4.161,12,14722.42,1547.46,7769.755,113.771,113.771,647.736,609.175,1.659,8.959,1.022,17.514,0.347,0.966,0.982
8036,9.3,27,72764.785,3560.385,9745.644,645.018,645.018,1070.034,775.683,4.53,22.814,1.051,89.048,1.763,0.984,0.983
2318,6.175,18,29797.059,2307.239,8842.237,246.354,246.354,770.4,669.102,2.497,13.06,1.03,33.874,0.671,0.959,0.998
4756,5.14,15,21631.459,1924.32,8482.73,175.291,175.291,712.893,639.164,2.083,11.135,1.026,25.44,0.504,0.97,0.983
2621,3.144,9,8378.375,1386.753,7099.372,60.346,60.346,596.752,584.402,1.39,7.542,1.02,12.728,0.252,0.961,0.98
652,5.14,15,21639.309,1924.347,8511.118,175.305,175.305,710.895,641.505,2.073,10.973,1.026,25.208,0.499,0.952,0.995
8302,5.14,15,21627.337,1924.324,8472.226,175.24,175.24,701.291,634.794,2.086,11.113,1.026,24.863,0.492,0.985,0.987
1651,5.14,15,21634.384,1924.312,8488.865,175.262,175.262,726.691,643.682,2.08,11.196,1.026,26.147,0.518,0.957,0.976
5661,1.138,3,877.004,1344.118,6635.273,7.193,7.193,476.95,548.648,1.119,6.058,1.019,13.478,0.106,0.974,0.98
3317,6.175,18,29789.673,2307.518,8817.259,246.249,246.249,788.466,672.042,2.506,13.328,1.03,35.105,0.695,0.964,0.979
11541,4.161,12,14717.004,1547.443,7698.836,113.728,113.728,632.076,601.987,1.666,8.981,1.023,16.877,0.334,0.999,0.983
8742,4.161,12,14719.013,1547.45,7726.771,113.738,113.738,636.492,604.342,1.663,8.96,1.023,17.049,0.337,0.987,0.984
11917,2.088,6,4162.59,1344.618,6758.278,22.335,22.335,528.179,556.749,1.24,6.625,1.02,21.419,0.183,1.0,0.999
7733,3.144,9,8375.285,1386.736,7039.983,60.309,60.309,590.044,580.24,1.392,7.582,1.02,12.495,0.247,0.983,0.976
9261,1.138,3,1276.399,1368.27,6644.652,8.481,8.481,469.412,546.623,1.138,6.097,1.019,2.544,0.095,0.989,0.99
5769,1.138,3,2759.978,1412.743,6711.672,11.183,11.183,514.817,557.418,1.2,6.422,1.019,0.0,0.143,0.974,0.992
8440,8.206,24,50987.766,3087.234,9297.565,437.951,437.951,927.083,730.259,3.601,18.733,1.042,60.939,1.206,0.986,0.976
4539,4.161,12,14722.038,1547.461,7768.889,113.763,113.763,643.725,608.039,1.659,8.934,1.022,17.332,0.343,0.969,0.985
7094,3.144,9,8376.338,1386.742,7064.278,60.326,60.326,585.743,579.858,1.391,7.529,1.02,12.308,0.244,0.98,0.983
11340,1.138,3,4510.203,1381.359,6632.233,9.268,9.268,564.232,560.553,1.256,6.774,1.019,4.965,0.209,0.998,0.987
